Name,YearsAppearing,CountsFemale,CountsMale,ProbGender,Upper,Lower
Aajon,1,0,8,Male,1,0.67559243511612
Aakanksha,1,5,0,Female,1,0.565517535216825
Aakarsh,6,0,34,Male,1,0.898485445846676
Aakash,31,0,781,Male,1,0.995105433361706
Aakeem,3,0,16,Male,1,0.806392319465564
Aakilah,2,18,0,Female,1,0.824120776353342
Aakira,1,5,0,Female,1,0.565517535216825
Aakiyah,1,5,0,Female,1,0.565517535216825
Aakriti,2,14,0,Female,1,0.784689197262364
Aala,7,48,0,Female,1,0.925899870333883
Aalaiya,1,7,0,Female,1,0.645669564933313
Aalaiyah,3,16,0,Female,1,0.806392319465564
Aalana,5,31,0,Female,1,0.889744604539564
Aalanah,2,10,0,Female,1,0.722467200137111
Aalani,2,11,0,Female,1,0.741167033031968
Aalap,1,0,6,Male,1,0.609665712097835
Aalaya,10,77,0,Female,1,0.952481574717566
Aalayah,16,417,0,Female,1,0.990871957265192
Aalayjah,1,6,0,Female,1,0.609665712097835
Aalayna,3,15,0,Female,1,0.796116698964151
Aalaysha,3,17,0,Female,1,0.815681864991148
Aalaysia,10,80,0,Female,1,0.954181870464473
Aaleah,13,144,0,Female,1,0.974016362856963
Aaleahya,1,8,0,Female,1,0.67559243511612
Aaleeya,1,5,0,Female,1,0.565517535216825
Aaleeyah,8,60,0,Female,1,0.93982814785791
Aaleigha,11,96,0,Female,1,0.961524412142324
Aaleiyah,3,18,0,Female,1,0.824120776353342
Aalexis,3,20,0,Female,1,0.838874841947181
Aalexus,1,6,0,Female,1,0.609665712097835
Aaleya,1,5,0,Female,1,0.565517535216825
Aaleyah,18,450,0,Female,1,0.991535681137029
Aalia,17,231,0,Female,1,0.983642331128478
Aaliah,18,659,0,Female,1,0.994204558617186
Aalias,1,0,5,Male,1,0.565517535216825
Aaliayah,14,111,0,Female,1,0.966549895306608
Aaliayh,7,47,0,Female,1,0.924442395836004
Aalicia,1,5,0,Female,1,0.565517535216825
Aaliha,2,12,0,Female,1,0.757505993344759
Aalijah,14,77,109,Female,0.6543670034973,0.514194701615934
Aalim,3,0,19,Male,1,0.831820775947384
Aalina,3,20,0,Female,1,0.838874841947181
Aalisha,4,22,0,Female,1,0.851345125391379
Aalivia,5,30,0,Female,1,0.886486606826031
Aaliya,19,767,0,Female,1,0.995016538385765
Aaliyah,36,54209,60,Female,0.999140892156856,0.998577276719291
Aaliyaha,4,21,0,Female,1,0.845360981075153
Aaliyahmarie,3,16,0,Female,1,0.806392319465564
Aaliyan,11,80,0,Female,1,0.954181870464473
Aaliyana,8,65,0,Female,1,0.944198468677143
Aaliyha,18,375,0,Female,1,0.989859983031814
Aaliyiah,5,31,0,Female,1,0.889744604539564
Aalliyah,16,156,0,Female,1,0.975967068562585
Aallyah,1,5,0,Female,1,0.565517535216825
Aalok,1,0,5,Male,1,0.565517535216825
Aalon,1,0,5,Male,1,0.565517535216825
Aalya,2,11,0,Female,1,0.741167033031968
Aalyah,18,527,0,Female,1,0.992763453651061
Aalycia,4,25,0,Female,1,0.866807749060952
Aalyha,3,19,0,Female,1,0.831820775947384
Aalyia,1,5,0,Female,1,0.565517535216825
Aalyiah,18,551,0,Female,1,0.993076474802624
Aalysia,1,6,0,Female,1,0.609665712097835
Aalyssa,12,98,0,Female,1,0.962280009878319
Aalyvia,1,5,0,Female,1,0.565517535216825
Aamanda,2,10,0,Female,1,0.722467200137111
Aamani,10,101,0,Female,1,0.963359353600144
Aamar,1,0,5,Male,1,0.565517535216825
Aamari,10,56,53,Female,0.60551291894802,0.421073054251485
Aamarion,2,0,10,Male,1,0.722467200137111
Aamaya,1,5,0,Female,1,0.565517535216825
Aamber,2,14,0,Female,1,0.784689197262364
Aamena,2,10,0,Female,1,0.722467200137111
Aamer,5,0,25,Male,1,0.866807749060952
Aamia,1,6,0,Female,1,0.609665712097835
Aamil,1,0,5,Male,1,0.565517535216825
Aamina,18,187,0,Female,1,0.979870941857014
Aaminah,20,197,0,Female,1,0.980873178061689
Aamir,35,0,1061,Male,1,0.996392459376114
Aamira,8,130,0,Female,1,0.971298438805569
Aamirah,10,102,0,Female,1,0.963705537853537
Aamiya,4,31,0,Female,1,0.889744604539564
Aamiyah,11,226,0,Female,1,0.98328648434271
Aamna,16,163,0,Female,1,0.976975394198497
Aamoni,2,10,0,Female,1,0.722467200137111
Aamori,8,73,0,Female,1,0.950007992044269
Aamya,10,110,0,Female,1,0.966256064701836
Aamyah,6,35,0,Female,1,0.901099007675596
Aana,1,7,0,Female,1,0.645669564933313
Aanand,1,0,5,Male,1,0.565517535216825
Aanav,1,0,6,Male,1,0.609665712097835
Aanchal,9,67,0,Female,1,0.945773860608698
Aania,4,26,0,Female,1,0.871271078140785
Aaniah,5,33,0,Female,1,0.895730002457548
Aanijah,1,5,0,Female,1,0.565517535216825
Aanika,11,170,0,Female,1,0.977902516196345
Aanisah,7,39,0,Female,1,0.910333146292429
Aaniya,12,214,0,Female,1,0.982365804739418
Aaniyah,14,824,0,Female,1,0.995359668473035
Aanshi,2,15,0,Female,1,0.796116698964151
Aanvi,5,40,0,Female,1,0.912378398802713
Aanya,14,1193,0,Female,1,0.996790336103097
Aanyah,10,71,0,Female,1,0.94867204780311
Aapri,1,5,0,Female,1,0.565517535216825
Aaqib,4,0,22,Male,1,0.851345125391379
Aaqil,2,0,16,Male,1,0.806392319465564
Aara,3,19,0,Female,1,0.831820775947384
Aaralyn,9,664,0,Female,1,0.994247947967355
Aaralynn,7,128,0,Female,1,0.970863043726492
Aaran,20,0,144,Male,1,0.974016362856963
Aaraon,1,0,5,Male,1,0.565517535216825
Aarav,10,0,1808,Male,1,0.997879804106484
Aaren,39,282,648,Male,0.725456744111445,0.666472738717691
Aareon,7,10,32,Male,0.865190357753529,0.614724561316817
Aareona,1,6,0,Female,1,0.609665712097835
Aaria,9,66,0,Female,1,0.944997442986459
Aariah,10,115,0,Female,1,0.967675768550687
Aarian,8,22,32,Male,0.713217879140854,0.459668493434906
Aariana,17,274,0,Female,1,0.986173917899081
Aarianna,13,132,0,Female,1,0.971721013201392
Aarib,2,0,15,Male,1,0.796116698964151
Aaric,27,0,315,Male,1,0.987951821463549
Aarica,13,95,0,Female,1,0.961135146460527
Aarick,4,0,22,Male,1,0.851345125391379
Aariel,18,138,0,Female,1,0.972917235534427
Aarielle,1,6,0,Female,1,0.609665712097835
Aarik,13,0,89,Male,1,0.958623454763747
Aarika,30,660,0,Female,1,0.99421328877603
Aarilyn,5,49,0,Female,1,0.927302180779504
Aarin,36,284,371,Female,0.603867957090171,0.528182020693144
Aarini,4,28,0,Female,1,0.879356695234154
Aarion,28,127,371,Male,0.781285792401623,0.704923538675545
Aariona,17,191,0,Female,1,0.980284181590791
Aarionna,14,109,0,Female,1,0.965957026248675
Aaris,5,16,16,Female,0.663691171306725,0.336308828693275
Aarish,5,0,40,Male,1,0.912378398802713
Aarit,5,0,43,Male,1,0.917990196774209
Aariv,4,0,39,Male,1,0.910333146292429
Aariya,4,29,0,Female,1,0.883030201500259
Aariyah,9,178,0,Female,1,0.978874681023748
Aariyana,6,53,0,Female,1,0.932418011423458
Aariyanna,2,14,0,Female,1,0.784689197262364
Aariyona,1,5,0,Female,1,0.565517535216825
Aariyonna,1,5,0,Female,1,0.565517535216825
Aariz,8,0,216,Male,1,0.982526231215436
Aarjav,1,0,8,Male,1,0.67559243511612
Aarn,3,0,17,Male,1,0.815681864991148
Aarna,7,392,0,Female,1,0.990295461137045
Aarnav,9,0,208,Male,1,0.98186635023154
Aarnavi,1,5,0,Female,1,0.565517535216825
Aarne,2,0,10,Male,1,0.722467200137111
Aarohi,10,108,0,Female,1,0.965652640253443
Aaron,132,4171,531225,Male,0.992441500887092,0.991970445451777
Aarona,1,5,0,Female,1,0.565517535216825
Aaronda,1,5,0,Female,1,0.565517535216825
Aaronette,2,11,0,Female,1,0.741167033031968
Aaronisha,1,6,0,Female,1,0.609665712097835
Aaronjacob,1,0,5,Male,1,0.565517535216825
Aaronjames,13,0,90,Male,1,0.959064374435673
Aaronjohn,4,0,21,Male,1,0.845360981075153
Aaronjoseph,1,0,7,Male,1,0.645669564933313
Aaronjosh,1,0,5,Male,1,0.565517535216825
Aaronjoshua,2,0,10,Male,1,0.722467200137111
Aaronlee,1,0,5,Male,1,0.565517535216825
Aaronmichael,9,0,69,Male,1,0.947262741810948
Aaronn,4,0,22,Male,1,0.851345125391379
Aaroosh,1,0,6,Male,1,0.609665712097835
Aarren,1,0,5,Male,1,0.565517535216825
Aarron,48,0,1172,Male,1,0.996733012948406
Aarsh,4,0,22,Male,1,0.851345125391379
Aarshiya,1,5,0,Female,1,0.565517535216825
Aarthi,15,104,0,Female,1,0.964378645627548
Aarti,39,421,0,Female,1,0.990957900315667
Aarush,10,0,951,Male,1,0.995976862142707
Aarushi,13,478,0,Female,1,0.992027546093489
Aarvi,1,7,0,Female,1,0.645669564933313
Aarya,12,483,205,Female,0.735012110616762,0.666814054114499
Aaryah,3,16,0,Female,1,0.806392319465564
Aaryan,11,0,665,Male,1,0.99425654799051
Aaryana,9,68,0,Female,1,0.946528663479929
Aaryanna,13,169,0,Female,1,0.977774667912985
Aaryav,2,0,19,Male,1,0.831820775947384
Aaryn,39,762,512,Female,0.624704276934932,0.570938146680532
Aaryona,1,5,0,Female,1,0.565517535216825
Aasha,21,213,0,Female,1,0.982284481751847
Aashana,1,5,0,Female,1,0.565517535216825
Aashay,3,0,18,Male,1,0.824120776353342
Aashi,10,291,0,Female,1,0.986971103602393
Aashia,1,6,0,Female,1,0.609665712097835
Aashika,5,29,0,Female,1,0.883030201500259
Aashini,1,5,0,Female,1,0.565517535216825
Aashir,9,0,62,Male,1,0.941655927898628
Aashirya,1,5,0,Female,1,0.565517535216825
Aashish,17,0,120,Male,1,0.968980833581297
Aashita,1,6,0,Female,1,0.609665712097835
Aashiyana,1,5,0,Female,1,0.565517535216825
Aashka,13,95,0,Female,1,0.961135146460527
Aashna,19,426,0,Female,1,0.991063079789387
Aashni,5,33,0,Female,1,0.895730002457548
Aashrita,2,21,0,Female,1,0.845360981075153
Aashrith,5,0,57,Male,1,0.936861165147021
Aashritha,5,72,0,Female,1,0.949348827403542
Aashvi,8,71,0,Female,1,0.94867204780311
Aasia,19,163,0,Female,1,0.976975394198497
Aasim,19,0,154,Male,1,0.975662548677671
Aasin,8,0,52,Male,1,0.931207763876138
Aasir,2,0,13,Male,1,0.771904627645802
Aasiya,11,96,0,Female,1,0.961524412142324
Aasiyah,15,296,0,Female,1,0.987188366692842
Aason,1,0,5,Male,1,0.565517535216825
Aastha,13,228,0,Female,1,0.983430664902497
Aatif,2,0,10,Male,1,0.722467200137111
Aatish,2,0,11,Male,1,0.741167033031968
Aava,5,43,0,Female,1,0.917990196774209
Aaven,3,0,20,Male,1,0.838874841947181
Aavi,1,0,7,Male,1,0.645669564933313
Aavin,1,0,5,Male,1,0.565517535216825
Aavion,2,0,10,Male,1,0.722467200137111
Aaya,6,38,0,Female,1,0.908190131774416
Aayaan,2,0,14,Male,1,0.784689197262364
Aayah,3,17,0,Female,1,0.815681864991148
Aayan,9,0,556,Male,1,0.99313830949786
Aayana,11,90,0,Female,1,0.959064374435673
Aayanah,2,10,0,Female,1,0.722467200137111
Aayanna,7,38,0,Female,1,0.908190131774416
Aayden,9,5,531,Male,0.996009087346038,0.978351053775892
Aayla,7,177,0,Female,1,0.978757864232322
Aaylah,3,18,0,Female,1,0.824120776353342
Aayliah,8,58,0,Female,1,0.937882144212797
Aayush,15,0,728,Male,1,0.994750968567858
Aayushi,12,151,0,Female,1,0.975191018930256
Aazim,1,0,10,Male,1,0.722467200137111
Aaziyah,1,9,0,Female,1,0.700854951580456
Ab,26,0,344,Male,1,0.988956293957258
Aba,5,22,5,Female,0.918192928570235,0.633013163814516
Abaan,2,0,10,Male,1,0.722467200137111
Abad,11,0,70,Male,1,0.947976937589733
Abagael,20,205,0,Female,1,0.981605861008698
Abagail,46,4856,0,Female,1,0.999209550588585
Abagaile,3,15,0,Female,1,0.796116698964151
Abagale,21,330,0,Female,1,0.988493164287431
Abagayle,17,312,0,Female,1,0.987837382606332
Abaigael,2,13,0,Female,1,0.771904627645802
Abaigail,2,10,0,Female,1,0.722467200137111
Abaigeal,22,281,0,Female,1,0.986513694893297
Aban,1,0,5,Male,1,0.565517535216825
Abanoub,14,0,101,Male,1,0.963359353600144
Abas,6,0,46,Male,1,0.92292643691442
Abasi,6,0,40,Male,1,0.912378398802713
Abass,8,0,50,Male,1,0.928652400866641
Abayomi,29,0,215,Male,1,0.982446384513267
Abb,16,0,96,Male,1,0.961524412142324
Abba,3,6,12,Male,0.837212252491663,0.437494672959451
Abbaas,1,0,5,Male,1,0.565517535216825
Abbagail,27,724,0,Female,1,0.994722121453595
Abbagale,13,119,0,Female,1,0.968728319758061
Abbagayle,15,104,0,Female,1,0.964378645627548
Abbas,37,0,849,Male,1,0.995495694093008
Abbe,60,1319,0,Female,1,0.997096055014696
Abbee,19,153,0,Female,1,0.975507376368606
Abbegail,20,241,0,Female,1,0.984310423409512
Abbegale,12,82,0,Female,1,0.9552493763099
Abbegayle,10,73,0,Female,1,0.950007992044269
Abbey,77,16109,35,Female,0.998440669125341,0.996986493136005
Abbeygail,8,50,0,Female,1,0.928652400866641
Abbeygale,3,22,0,Female,1,0.851345125391379
Abbi,43,1818,0,Female,1,0.997891441759603
Abbie,132,20040,325,Female,0.985673340096938,0.982226578995537
Abbiegail,16,196,0,Female,1,0.980777468082132
Abbiegale,7,47,0,Female,1,0.924442395836004
Abbiegayle,2,13,0,Female,1,0.771904627645802
Abbigael,16,142,0,Female,1,0.973660035686992
Abbigail,47,9653,5,Female,0.999778847510092,0.99878856234861
Abbigaile,10,85,0,Female,1,0.956760516185948
Abbigal,14,130,0,Female,1,0.971298438805569
Abbigale,28,1789,0,Female,1,0.997857334901648
Abbigayl,5,29,0,Female,1,0.883030201500259
Abbigayle,26,1134,0,Female,1,0.996623906792186
Abbilyn,1,7,0,Female,1,0.645669564933313
Abbot,1,0,6,Male,1,0.609665712097835
Abbott,70,5,693,Male,0.996936487995369,0.983341880221932
Abbra,4,36,0,Female,1,0.903581371405536
Abbriella,1,7,0,Female,1,0.645669564933313
Abbrielle,10,77,0,Female,1,0.952481574717566
Abby,126,52615,181,Female,0.997035457619895,0.996035706067102
Abbye,23,184,0,Female,1,0.979549462377414
Abbygael,9,62,0,Female,1,0.941655927898628
Abbygail,26,2501,0,Female,1,0.998466386442477
Abbygaile,5,33,0,Female,1,0.895730002457548
Abbygale,19,612,0,Female,1,0.993762260130959
Abbygayl,1,6,0,Female,1,0.609665712097835
Abbygayle,17,378,0,Female,1,0.98993964973694
Abbylynn,1,7,0,Female,1,0.645669564933313
Abcde,17,294,0,Female,1,0.987102336807292
Abd,3,0,17,Male,1,0.815681864991148
Abdala,1,0,6,Male,1,0.609665712097835
Abdalah,1,0,6,Male,1,0.609665712097835
Abdalla,22,0,218,Male,1,0.982683765058545
Abdallah,35,0,923,Male,1,0.995855322629199
Abdalrahman,13,0,101,Male,1,0.963359353600144
Abdel,39,0,463,Male,1,0.991771384592966
Abdelaziz,12,0,81,Male,1,0.954721914567585
Abdelhadi,1,0,5,Male,1,0.565517535216825
Abdelkareem,2,0,10,Male,1,0.722467200137111
Abdelkarim,4,0,22,Male,1,0.851345125391379
Abdellah,3,0,17,Male,1,0.815681864991148
Abdelrahman,23,0,447,Male,1,0.991479357664349
Abdelrhman,1,0,6,Male,1,0.609665712097835
Abdi,14,10,193,Male,0.973025330966764,0.911710258519859
Abdias,28,0,395,Male,1,0.990368456599139
Abdiasis,1,0,6,Male,1,0.609665712097835
Abdiaziz,9,0,79,Male,1,0.953628788346077
Abdiel,36,0,2416,Male,1,0.998412516321393
Abdifatah,12,0,128,Male,1,0.970863043726492
Abdihakim,3,0,16,Male,1,0.806392319465564
Abdihamid,1,0,5,Male,1,0.565517535216825
Abdikadir,7,0,79,Male,1,0.953628788346077
Abdikarim,3,0,15,Male,1,0.796116698964151
Abdikhaliq,1,0,5,Male,1,0.565517535216825
Abdilahi,1,0,5,Male,1,0.565517535216825
Abdimalik,11,0,92,Male,1,0.959918610714378
Abdinasir,13,0,107,Male,1,0.965342761981251
Abdiqani,1,0,6,Male,1,0.609665712097835
Abdirahim,4,0,34,Male,1,0.898485445846676
Abdirahman,18,0,937,Male,1,0.995916996657961
Abdirashid,3,0,22,Male,1,0.851345125391379
Abdirisaq,1,0,6,Male,1,0.609665712097835
Abdirizak,7,0,50,Male,1,0.928652400866641
Abdisalam,1,0,5,Male,1,0.565517535216825
Abdisalan,1,0,6,Male,1,0.609665712097835
Abdisamad,1,0,6,Male,1,0.609665712097835
Abdishakur,3,0,22,Male,1,0.851345125391379
Abdiwahab,2,0,14,Male,1,0.784689197262364
Abdiwali,1,0,5,Male,1,0.565517535216825
Abdo,6,0,35,Male,1,0.901099007675596
Abdon,45,0,331,Male,1,0.98852752931425
Abdou,18,0,159,Male,1,0.976409823097176
Abdoul,19,0,321,Male,1,0.988174357932512
Abdoulaye,20,0,461,Male,1,0.991735980627804
Abdoulaziz,2,0,10,Male,1,0.722467200137111
Abdoulie,12,0,97,Male,1,0.961905957474052
Abdourahman,1,0,5,Male,1,0.565517535216825
Abdourahmane,3,0,18,Male,1,0.824120776353342
Abdrahman,2,0,10,Male,1,0.722467200137111
Abdrew,1,0,6,Male,1,0.609665712097835
Abdu,4,0,26,Male,1,0.871271078140785
Abdual,3,0,17,Male,1,0.815681864991148
Abduallah,4,0,21,Male,1,0.845360981075153
Abduel,1,0,5,Male,1,0.565517535216825
Abdul,72,0,5005,Male,1,0.999233064401763
Abdula,6,0,39,Male,1,0.910333146292429
Abdulah,12,0,75,Male,1,0.951276157517194
Abdulahad,4,0,24,Male,1,0.86202379532502
Abdulahi,16,0,264,Male,1,0.985657713941643
Abdulai,8,0,57,Male,1,0.936861165147021
Abdulaye,1,0,5,Male,1,0.565517535216825
Abdulazeem,1,0,5,Male,1,0.565517535216825
Abdulazeez,4,0,25,Male,1,0.866807749060952
Abdulaziz,32,0,706,Male,1,0.994588286196926
Abdulbasit,1,0,5,Male,1,0.565517535216825
Abdule,1,0,6,Male,1,0.609665712097835
Abdulelah,1,0,7,Male,1,0.645669564933313
Abdulhadi,7,0,46,Male,1,0.92292643691442
Abdulhakeem,3,0,21,Male,1,0.845360981075153
Abdulhakim,3,0,16,Male,1,0.806392319465564
Abdulhalim,1,0,5,Male,1,0.565517535216825
Abdulhameed,1,0,5,Male,1,0.565517535216825
Abdulhamid,6,0,39,Male,1,0.910333146292429
Abduljabbar,1,0,5,Male,1,0.565517535216825
Abduljaleel,1,0,5,Male,1,0.565517535216825
Abduljalil,1,0,5,Male,1,0.565517535216825
Abdulkadir,10,0,82,Male,1,0.9552493763099
Abdulkareem,16,0,122,Male,1,0.969473821610987
Abdulkarim,13,0,91,Male,1,0.95949599607112
Abdull,1,0,5,Male,1,0.565517535216825
Abdulla,31,0,362,Male,1,0.989499662413666
Abdullah,51,0,4602,Male,1,0.999165959389823
Abdullahi,18,0,769,Male,1,0.995029434851288
Abdullatif,3,0,15,Male,1,0.796116698964151
Abdulmajeed,2,0,12,Male,1,0.757505993344759
Abdulmajid,2,0,10,Male,1,0.722467200137111
Abdulmalek,1,0,5,Male,1,0.565517535216825
Abdulmalik,22,0,259,Male,1,0.985384882438525
Abdulnasir,1,0,5,Male,1,0.565517535216825
Abdulqadir,3,0,18,Male,1,0.824120776353342
Abdulraheem,9,0,62,Male,1,0.941655927898628
Abdulrahim,11,0,69,Male,1,0.947262741810948
Abdulrahman,32,0,1302,Male,1,0.997058250222685
Abdulrehman,6,0,35,Male,1,0.901099007675596
Abdulrhman,1,0,5,Male,1,0.565517535216825
Abdulsalam,2,0,10,Male,1,0.722467200137111
Abdulsamad,1,0,5,Male,1,0.565517535216825
Abdulwadud,1,0,5,Male,1,0.565517535216825
Abdulwahab,11,0,91,Male,1,0.95949599607112
Abdulwahid,1,0,5,Male,1,0.565517535216825
Abdur,28,0,218,Male,1,0.982683765058545
Abdurahman,15,0,220,Male,1,0.982838483804864
Abdurraheem,1,0,7,Male,1,0.645669564933313
Abdurrahim,4,0,27,Male,1,0.875444970258133
Abdurrahmaan,1,0,5,Male,1,0.565517535216825
Abdurrahman,26,0,536,Male,1,0.99288409817748
Abdurrehman,3,0,17,Male,1,0.815681864991148
Abdussamad,1,0,6,Male,1,0.609665712097835
Abe,132,0,8757,Male,1,0.999561519422678
Abeal,1,0,5,Male,1,0.565517535216825
Abed,23,0,182,Male,1,0.979329376528407
Abedallah,3,0,16,Male,1,0.806392319465564
Abedalrahman,2,0,11,Male,1,0.741167033031968
Abednego,8,0,48,Male,1,0.925899870333882
Abeeha,5,37,0,Female,1,0.905942174162798
Abeer,39,462,0,Female,1,0.9917537206104
Abeera,2,11,0,Female,1,0.741167033031968
Abegail,27,438,0,Female,1,0.991305798168087
Abegale,1,5,0,Female,1,0.565517535216825
Abegayle,3,16,0,Female,1,0.806392319465564
Abel,132,90,34409,Male,0.997876926233471,0.996794774674406
Abela,1,6,0,Female,1,0.609665712097835
Abelardo,98,0,4036,Male,1,0.999049106540479
Abelina,64,480,0,Female,1,0.992060500912722
Abelino,93,0,807,Male,1,0.995262379866119
Abell,3,5,11,Male,0.85835356145218,0.444043558347407
Abella,10,259,0,Female,1,0.985384882438525
Abem,2,0,19,Male,1,0.831820775947384
Aben,1,0,7,Male,1,0.645669564933313
Abena,38,492,0,Female,1,0.992252646985529
Abenezer,8,0,64,Male,1,0.943375940207195
Abeni,28,337,0,Female,1,0.988729484863768
Aber,1,5,0,Female,1,0.565517535216825
Aberdeen,8,45,0,Female,1,0.921348401267112
Aberham,5,0,25,Male,1,0.866807749060952
Abernathy,2,13,0,Female,1,0.771904627645802
Abert,3,0,15,Male,1,0.796116698964151
Abery,1,7,0,Female,1,0.645669564933313
Abey,4,17,10,Female,0.784674870390344,0.442292344121024
Abgail,4,22,0,Female,1,0.851345125391379
Abha,5,34,0,Female,1,0.898485445846676
Abhay,21,0,428,Male,1,0.991104469609785
Abheek,1,0,7,Male,1,0.645669564933313
Abhi,14,0,167,Male,1,0.977514481278658
Abhigna,3,17,0,Female,1,0.815681864991148
Abhijay,11,0,79,Male,1,0.953628788346077
Abhijeet,6,0,45,Male,1,0.921348401267112
Abhijit,5,0,32,Male,1,0.89282080174493
Abhijot,3,0,19,Male,1,0.831820775947384
Abhik,2,0,10,Male,1,0.722467200137111
Abhilash,4,0,22,Male,1,0.851345125391379
Abhimanyu,12,0,109,Male,1,0.965957026248675
Abhinav,21,0,1331,Male,1,0.997122160991248
Abhinay,1,0,5,Male,1,0.565517535216825
Abhiraj,5,0,36,Male,1,0.903581371405536
Abhiram,15,0,485,Male,1,0.992141708213617
Abhirup,2,0,10,Male,1,0.722467200137111
Abhishek,30,0,730,Male,1,0.994765274195781
Abi,33,395,17,Female,0.974080780793068,0.934919493186321
Abia,6,50,0,Female,1,0.928652400866641
Abiageal,9,94,0,Female,1,0.960737923708455
Abiah,1,7,0,Female,1,0.645669564933313
Abian,1,0,5,Male,1,0.565517535216825
Abianna,1,5,0,Female,1,0.565517535216825
Abibail,1,6,0,Female,1,0.609665712097835
Abid,28,0,269,Male,1,0.98592054580965
Abida,4,24,0,Female,1,0.86202379532502
Abidan,2,0,10,Male,1,0.722467200137111
Abie,71,67,620,Male,0.922472020118222,0.878001073873564
Abiegail,2,10,0,Female,1,0.722467200137111
Abiel,39,12,756,Male,0.991039629099857,0.972888897280116
Abiela,3,15,0,Female,1,0.796116698964151
Abiella,3,16,0,Female,1,0.806392319465564
Abiezer,1,0,7,Male,1,0.645669564933313
Abigael,30,1331,5,Female,0.99840039406882,0.991268936784043
Abigaelle,6,42,0,Female,1,0.916201209134296
Abigahil,7,42,0,Female,1,0.916201209134296
Abigai,1,6,0,Female,1,0.609665712097835
Abigail,132,284258,557,Female,0.998200016298403,0.997875238227965
Abigaile,21,497,0,Female,1,0.992329990353156
Abigailgrace,1,5,0,Female,1,0.565517535216825
Abigaille,4,21,0,Female,1,0.845360981075153
Abigailmarie,1,5,0,Female,1,0.565517535216825
Abigal,33,656,0,Female,1,0.994178209372355
Abigale,44,4713,0,Female,1,0.999185586614638
Abigayil,4,21,0,Female,1,0.845360981075153
Abigayl,19,303,0,Female,1,0.987480639560709
Abigayle,38,5194,5,Female,0.99958914148317,0.99775049322793
Abigeal,3,15,0,Female,1,0.796116698964151
Abigel,4,20,0,Female,1,0.838874841947181
Abigial,17,137,0,Female,1,0.972724942975884
Abiha,5,36,0,Female,1,0.903581371405536
Abihail,4,29,0,Female,1,0.883030201500259
Abijah,21,27,184,Male,0.910546428168427,0.820225001432745
Abilene,26,639,0,Female,1,0.994024251597367
Abilgail,4,28,0,Female,1,0.879356695234154
Abilio,1,0,5,Male,1,0.565517535216825
Abimael,41,0,890,Male,1,0.995702304046444
Abimbola,14,79,5,Female,0.974309438908505,0.868117371773819
Abimelec,6,0,37,Male,1,0.905942174162798
Abin,1,0,5,Male,1,0.565517535216825
Abinadab,1,0,5,Male,1,0.565517535216825
Abinadi,4,0,22,Male,1,0.851345125391379
Abinav,4,0,24,Male,1,0.86202379532502
